ID,recycling location name,address,city,zip,countyID,phone,full address,lat,lon
798,A & S Metals,456 Brunken Ave,Salinas,93901,06053,(831) 424-3367,"456 Brunken Ave Salinas, CA 93901",36.6666771,-121.6427083
799,A & S Metals,1080 W Beach St,Watsonville,95076-5130,06087,(831) 633-3379,"1080 W Beach St Watsonville, CA 95076-5130",36.9024119,-121.7719765
800,A & S Metals,1277 N Davis Rd,Salinas,93907,06053,(831) 633-3379,"1277 N Davis Rd Salinas, CA 93907",36.7010406,-121.6673882
801,A & S Metals,11340 Commercial Pkwy,Castroville,95012,06053,(409) 633-3379,"11340 Commercial Pkwy Castroville, CA 95012",36.7551903,-121.7376985
802,Ada's Recycling,1949 Fremont Blvd,Seaside,93955,06053,(831) 240-9056,"1949 Fremont Blvd Seaside, CA 93955",36.6179124,-121.8415544
803,Ada's Recycling,640 E Boronda Rd,Salinas,93906,06053,(831) 240-9056,"640 E Boronda Rd Salinas, CA 93906",36.7146098,-121.6256269
804,Ada's Recycling,7925 San Miguel Canyon Rd,Prunedale,93907,06053,(831) 240-9056,"7925 San Miguel Canyon Rd Prunedale, CA 93907",36.8020193,-121.6655469
805,AMD Recycling Inc,324 Kings St,Salinas,93905,06053,(831) 754-5639,"324 Kings St Salinas, CA 93905",36.6749232,-121.6397771
806,C & C Recycling,500 Jayne St Ste D,King City,93930,06053,(831) 386-1049,"500 Jayne St Ste D King City, CA 93930",36.2114699,-121.1178801
807,C & C Recycling #2,905 Broadway St,King City,93930,06053,(831) 970-3114,"905 Broadway St King City, CA 93930",36.2068494,-121.1345693
808,Cuevas Recycling,1200 Main St,Watsonville,95076,06087,(831) 435-5649,"1200 Main St Watsonville, CA 95076",36.9174873,-121.7712176
809,G & L Recycling 2,851 5Th St,Gonzales,93926,06053,(831) 970-3114,"851 5Th St Gonzales, CA 93926",36.5144697,-121.4372556
810,G & L Recycling Soledad,235 C Nestles Rd,Soledad,93960,06053,(831) 315-3313,"235 C Nestles Rd Soledad, CA 93960",36.4195600,-121.3196275
811,Greenfield Recycling,455 B El Camino Real,Greenfield,93927,06053,(831) 674-7248,"455 B El Camino Real Greenfield, CA 93927",36.3251960,-121.2478517
812,Hollister Recycling,1771 San Felipe Rd,Hollister,95023,06069,(831) 637-2254,"1771 San Felipe Rd Hollister, CA 95023",36.8818869,-121.3988840
813,One Stop Recycling,810 B East St,Hollister,95023,06069,(831) 637-1321,"810 B East St Hollister, CA 95023",36.8478193,-121.4014201
814,Salinas Recycling,316 Commission St,Salinas,93901,06053,(831) 758-5357,"316 Commission St Salinas, CA 93901",36.6780643,-121.6454581
815,Salinas Recycling #2,1275 S Main St,Salinas,93901,06053,(831) 970-3114,"1275 S Main St Salinas, CA 93901",36.6558605,-121.6589318
816,San Benito Recycling,10 4Th St,Hollister,95023,06069,(831) 636-1806,"10 4Th St Hollister, CA 95023",36.8528432,-121.3995155
817,American Canyon Redemption Center,3915 Broadway St,American Canyon,94503,06055,(707) 853-4373,"3915 Broadway St American Canyon, CA 94503",38.1773138,-122.2550034
818,Blue Front Recycling,2877 Solano Ave,Napa,94558,06055,(916) 519-2040,"2877 Solano Ave Napa, CA 94558",38.3122873,-122.3069527
819,Clover Flat Resource Recovery Park,4380 Silverado Tr,Calistoga,94515,06055,(707) 963-7988,"4380 Silverado Tr Calistoga, CA 94515",38.5769662,-122.5323518
820,Devlin Road Transfer Station Buy Back,889 Devlin Rd,American Canyon,94503,06055,(707) 255-5200,"889 Devlin Rd American Canyon, CA 94503",38.2075057,-122.2621320
821,Silva Recycling,217 Soscol Ave,Napa,94559,06095,(916) 701-3915,"217 Soscol Ave Napa, CA 94559",38.2834315,-122.2776174
822,Eastern Regional Landfill,900 Cabin Creek Rd,Truckee,96160,06061,(530) 587-4235,"900 Cabin Creek Rd Truckee, CA 96160",39.2920455,-120.2145919
823,Town Clean Recycle Center,575 S Auburn St,Colfax,95713,06061,(775) 223-9216,"575 S Auburn St Colfax, CA 95713",39.0935962,-120.9524720
824,Waste Mgmt of Nevada,14741 Wolf Mountain Rd,Grass Valley,95945,06057,(530) 274-3090,"14741 Wolf Mountain Rd Grass Valley, CA 95945",39.1723113,-121.1098796
825,ABC Recycling,10330 Hole Ave Unit B-9,Riverside,92505,06065,(949) 702-2555,"10330 Hole Ave Unit B-9 Riverside, CA 92505",33.9152192,-117.4656225
826,Cash 4 Cans,7633 Cypress Ave,Riverside,92503,06065,(562) 804-7270,"7633 Cypress Ave Riverside, CA 92503",33.9430766,-117.4566477
827,CRV Recycling Solutions,2790 Hamner Ave,Norco,92860,06065,(833) 970-1010,"2790 Hamner Ave Norco, CA 92860",33.9226368,-117.5603543
828,CRV Recycling Solutions,9225 Magnolia Ave,Riverside,92503,06065,(833) 970-1010,"9225 Magnolia Ave Riverside, CA 92503",33.9239026,-117.4419378
829,CRV Recycling Solutions,6160 Arlington Ave,Riverside,92504,06065,(833) 970-1010,"6160 Arlington Ave Riverside, CA 92504",33.9457445,-117.4367728
830,Ecogen Recycling Center,8616 California Ave,Riverside,92504,06065,(951) 655-0348,"8616 California Ave Riverside, CA 92504",33.9352929,-117.4346835
831,Green-N-Clean Recycling Inc,2621 Green River Rd,Corona,92882-7433,06065,(323) 697-1688,"2621 Green River Rd Corona, CA 92882-7433",33.8712622,-117.6208332
832,Sanchez Recycling Inc,1130 W 6Th St,Corona,92882,06065,(714) 465-6732,"1130 W 6Th St Corona, CA 92882",33.8760324,-117.5850873
833,Six Pac Recycling Corp,1430 E 6Th St,Corona,92879,06065,(951) 734-2910x106,"1430 E 6Th St Corona, CA 92879",33.8735268,-117.5372150
834,Sunset Recycling Center,4250 Van Buren Blvd,Riverside,92503,06065,(818) 661-7387,"4250 Van Buren Blvd Riverside, CA 92503",33.9275748,-117.4534098
835,FCC Environmental Services California LLC,3195 Athens Ave,Lincoln,95648,06061,(916) 234-5307,"3195 Athens Ave Lincoln, CA 95648",38.8374513,-121.3481851
836,Gaytan Recycling,609 Riverside Ave,Roseville,95678,06061,(916) 239-9672,"609 Riverside Ave Roseville, CA 95678",38.7357545,-121.2902104
837,JL Recycling Co,1000 Douglas Blvd,Roseville,95678,06061,(916) 459-0814,"1000 Douglas Blvd Roseville, CA 95678",38.7435946,-121.2785678
838,Norcal Recycling,67 Lincoln Blvd,Lincoln,95648,06061,(916) 749-5889,"67 Lincoln Blvd Lincoln, CA 95648",38.8782459,-121.2942857
839,Norcal Recycling,4008 Foothills Blvd,Roseville,95747,06061,(916) 749-5889,"4008 Foothills Blvd Roseville, CA 95747",38.7537680,-121.3111448
840,Norcal Recycling,1811 Douglas Blvd,Roseville,95661,06061,(916) 749-5889,"1811 Douglas Blvd Roseville, CA 95661",38.7465042,-121.2604837
841,Santana Recycling,10261 Fairway Dr,Roseville,95678,06061,(916) 856-4734,"10261 Fairway Dr Roseville, CA 95678",38.7876220,-121.2816807
842,4th Street Recycling,650 Indian Circle Dr,Perris,92570,06065,(323) 204-8308,"650 Indian Circle Dr Perris, CA 92570",33.7825194,-117.2286478
843,AAA Scrap Recycling Inc,2810 Rubidoux Blvd,Jurupa Valley,92509,06065,(909) 900-2310,"2810 Rubidoux Blvd Jurupa Valley, CA 92509",34.0083365,-117.3963074
844,AIM Recycling Fontana,14187 Slover Ave,Fontana,92335,06071,(760) 722-1917,"14187 Slover Ave Fontana, CA 92335",34.0626678,-117.4956552
845,AIM Recycling Perris,23332 Cajalco Rd,Perris,92570,06065,(951) 657-7725,"23332 Cajalco Rd Perris, CA 92570",33.8389552,-117.2568418
846,Amko Recycling LLC,340 W Valley Blvd,Colton,92324,06071,(909) 370-2656,"340 W Valley Blvd Colton, CA 92324",34.0671112,-117.3281449
847,Apple Recycling,65959 Harrison St,Thermal,92274,06065,(760) 397-4279,"65959 Harrison St Thermal, CA 92274",33.5694963,-116.1813616
848,Apple Recycling,80631 Indio Blvd,Indio,92201,06065,(760) 397-4279,"80631 Indio Blvd Indio, CA 92201",33.7408357,-116.2577548
849,Apple Recycling,65105 Dillon Rd,Desert Hot Springs,92240,06065,(760) 625-3618,"65105 Dillon Rd Desert Hot Springs, CA 92240",33.9244287,-116.5251952
850,Augustine Metals Inc,2021 W Placentia Ln,Colton,92324,06071,(951) 682-8102,"2021 W Placentia Ln Colton, CA 92324",34.0205070,-117.3599170
851,Berber Recycling,5675 Mission Blvd,Riverside,92509,06065,(213) 352-0002,"5675 Mission Blvd Riverside, CA 92509",33.9982453,-117.4088983
852,Best Value Recycling LLC,15062 Valley Blvd,Fontana,92335,06071,(949) 477-2100,"15062 Valley Blvd Fontana, CA 92335",34.0710784,-117.4761747
853,Burrtec Recovery and Transfer LLC,70 100 Edom Hill Rd,Cathedral City,92234,06065,(760) 578-7121,"70 100 Edom Hill Rd Cathedral City, CA 92234",33.8816644,-116.4536471
854,Burrtec Waste and Recycling Services,41800 Corporate Way,Palm Desert,92260,06065,(760) 346-2953,"41800 Corporate Way Palm Desert, CA 92260",33.7447902,-116.3619385
855,California Oaks Center,40645 California Oaks Rd,Murrieta,92562,06065,(909) 437-4755,"40645 California Oaks Rd Murrieta, CA 92562",33.5746800,-117.2028510
856,Canco Recycling,1224 N Mt Vernon Ave,Colton,92324,06071,(909) 824-2559,"1224 N Mt Vernon Ave Colton, CA 92324",34.0775715,-117.3134909
857,Cans Plus Recycling,29170 Riverside Dr #1,Lake Elsinore,92530,06065,(951) 245-1178,"29170 Riverside Dr #1 Lake Elsinore, CA 92530",33.6957080,-117.3447400
858,Cash 4 Cans Recycling Center,494 N Scovell Ave,San Jacinto,92582,06065,(951) 236-5096,"494 N Scovell Ave San Jacinto, CA 92582",33.7846102,-116.9735134
859,Cedar Recycling Center,10896 Cedar Ave,Bloomington,92316,06071,(407) 592-3514,"10896 Cedar Ave Bloomington, CA 92316",34.0561661,-117.3971520
860,Coachella Valley Transfer Station,87 011A Landfill Rd,Coachella,92236,06065,(760) 863-4094,"87 011A Landfill Rd Coachella, CA 92236",33.7286042,-116.1415410
861,Colorado River Valley Recycling Center,377 S Broadway,Blythe,92225,06065,(760) 922-5457,"377 S Broadway Blythe, CA 92225",33.6052439,-114.5972697
862,CR & R Inc,14521 S Broadway,Blythe,92225,06065,(760) 922-2267,"14521 S Broadway Blythe, CA 92225",33.5983679,-114.5969507
863,CRV Recycling Solutions,1786 E Lugonia Ave,Redlands,92374,06071,(833) 970-1010,"1786 E Lugonia Ave Redlands, CA 92374",34.0693169,-117.1391250
864,CRV Recycling Solutions,31813 Temecula Pkwy,Temecula,92592,06065,(833) 970-1010,"31813 Temecula Pkwy Temecula, CA 92592",33.4781556,-117.1015642
865,CRV Recycling Solutions,17050 Van Buren Blvd,Riverside,92504,06065,(833) 970-1010,"17050 Van Buren Blvd Riverside, CA 92504",33.8835768,-117.3649867
866,CRV Recycling Solutions,16750 Lakeshore Dr,Lake Elsinore,92530,06065,(833) 970-1010,"16750 Lakeshore Dr Lake Elsinore, CA 92530",33.6857426,-117.3679312
867,CRV Recycling Solutions,25904 Newport Rd,Menifee,92584,06065,(833) 970-1010,"25904 Newport Rd Menifee, CA 92584",33.6864465,-117.2068872
868,CRV Recycling Solutions,1155 Calimesa Blvd,Calimesa,92320,06065,(833) 970-1010,"1155 Calimesa Blvd Calimesa, CA 92320",33.9959056,-117.0567619
869,CRV Recycling Solutions,1536 Barton Rd,Redlands,92373,06071,(833) 970-1010,"1536 Barton Rd Redlands, CA 92373",34.0482900,-117.2070710
870,CRV Recycling Solutions,2053 E Washington St,Colton,92324,06071,(833) 970-1010,"2053 E Washington St Colton, CA 92324",34.0499389,-117.2915345
871,CRV Recycling Solutions,11365 Bryant St,Yucaipa,92399,06071,(833) 970-1010,"11365 Bryant St Yucaipa, CA 92399",34.0473553,-117.0325232
872,D & M Metals,840 E State St,Ontario,91761-1836,06071,(909) 986-1996,"840 E State St Ontario, CA 91761-1836",34.0597032,-117.6376249
873,Diamond Hills Recycling Corp,249 Veile Ave,Beaumont,92223,06065,(951) 845-4315,"249 Veile Ave Beaumont, CA 92223",33.9240033,-116.9885714
874,EarthWize Recycling,1231 S Sanderson Ave,Hemet,92545,06065,(909) 933-2773,"1231 S Sanderson Ave Hemet, CA 92545",33.7266112,-117.0098913
875,Ecogen Recycling Center #4,24875 Alessandro Blvd,Moreno Valley,92553,06065,(951) 655-0348,"24875 Alessandro Blvd Moreno Valley, CA 92553",33.9159141,-117.2298117
876,Eddies Place,65770 Hammond Rd,Mecca,92254,06065,(760) 396-2141,"65770 Hammond Rd Mecca, CA 92254",33.5708702,-116.0767829
877,Etiwanda Recycling Inc,6102 Etiwanda Ave,Jurupa Valley,91752,06065,(951) 263-6173,"6102 Etiwanda Ave Jurupa Valley, CA 91752",33.9771774,-117.5223731
878,Everyday Recycling,3900 Chicago Ave,Riverside,92507,06065,(626) 290-0895,"3900 Chicago Ave Riverside, CA 92507",33.9733431,-117.3466131
879,Green Town Recycling,14920 Perris Blvd,Moreno Valley,92533,06065,(818) 679-0687,"14920 Perris Blvd Moreno Valley, CA 92533",33.9035488,-117.2245647
880,Green Town Recycling,24121 Sunnymead Blvd,Moreno Valley,92533,06065,(818) 679-0687,"24121 Sunnymead Blvd Moreno Valley, CA 92533",33.9388281,-117.2417246
881,Green-Go Recycling Temecula,27635 Diaz Rd,Temecula,92590,06065,(951) 693-1500,"27635 Diaz Rd Temecula, CA 92590",33.5089981,-117.1637580
882,Greenyard Recycling Inc,2570 Vineyard Ave,Ontario,91761,06071,(818) 531-8099,"2570 Vineyard Ave Ontario, CA 91761",34.0270571,-117.6114656
883,J&C Recycling,435 E Lincoln St Ste D,Banning,92220,06065,(951) 400-3900,"435 E Lincoln St Ste D Banning, CA 92220",33.9218519,-116.8716460
884,Jurupa Recycling Center,9790 Jurupa Rd,Riverside,92509,06065,(323) 573-0746,"9790 Jurupa Rd Riverside, CA 92509",33.9938742,-117.4967893
885,K & R Recycling Center,875 N Rancho Ave,Colton,92324,06071,(323) 921-0861,"875 N Rancho Ave Colton, CA 92324",34.0742898,-117.3359735
886,Love Earth Recycling,31949 Corydon Rd #160,Lake Elsinore,92530,06065,(951) 471-0920,"31949 Corydon Rd #160 Lake Elsinore, CA 92530",33.6288786,-117.2956102
887,Main Street Fibers Inc,653 E Main St,Ontario,91761,06071,(909) 986-6310,"653 E Main St Ontario, CA 91761",34.0613768,-117.6420799
888,Main Street Fibers Inc,608 E Main St,Ontario,91761,06071,(909) 986-6310,"608 E Main St Ontario, CA 91761",34.0609841,-117.6424922
889,Mason Recycling Center,7350 Mission Blvd,Jurupa Valley,92509,06065,(323) 337-2597,"7350 Mission Blvd Jurupa Valley, CA 92509",34.0116162,-117.4437077
890,Mendoza Recycling Center,26020 Hwy 74,Perris,92570,06065,(310) 310-1490,"26020 Hwy 74 Perris, CA 92570",33.7420863,-117.2810907
891,Menlo Recycle Center,275 E Menlo Ave,Hemet,92543,06065,(951) 766-8520,"275 E Menlo Ave Hemet, CA 92543",33.7580073,-116.9704120
892,Menlo Recycling Center,151 W 7Th St,Perris,92570-2354,06065,(951) 766-8520,"151 W 7Th St Perris, CA 92570-2354",33.7789011,-117.2301819
893,Millenia Recycling,800 E Lugonia Ave,Redlands,92374,06071,(909) 240-6183,"800 E Lugonia Ave Redlands, CA 92374",34.0694485,-117.1719859
894,Millenia Recycling,18184 Valley Blvd,Bloomington,92316,06071,(909) 240-6183,"18184 Valley Blvd Bloomington, CA 92316",34.0707078,-117.4076850
895,Neill's Recycling Center,31816 Us Highway 74,Homeland,92548,06065,(951) 514-8656,"31816 Us Highway 74 Homeland, CA 92548",33.7430759,-117.1091967
896,New Era Metals Inc,1401 Mesa View St,Hemet,92543,06065,(951) 654-7112,"1401 Mesa View St Hemet, CA 92543",33.7710283,-116.9743436
897,One's Recycling,15928 Perris Blvd,Moreno Valley,92551,06065,(951) 655-0525,"15928 Perris Blvd Moreno Valley, CA 92551",33.8894708,-117.2258598
898,Opal Recycling Center,6328 Mission Blvd,Jurupa Valley,92509,06065,(323) 919-7853,"6328 Mission Blvd Jurupa Valley, CA 92509",34.0056990,-117.4269390
899,Orange Recycling,1550 Orange St,Redlands,92374,06071,(323) 532-8390,"1550 Orange St Redlands, CA 92374",34.0769428,-117.1820072
900,Ponce Recycling,9954 Sierra Ave,Fontana,92335,06071,(323) 533-4862,"9954 Sierra Ave Fontana, CA 92335",34.0728373,-117.4368471
901,Ponce Recycling,1150 N Pepper Ave,Colton,92324,06071,(323) 533-4862,"1150 N Pepper Ave Colton, CA 92324",34.0798013,-117.3512727
902,Ponce Recycling,1733 E Palm Canyon Dr,Palm Springs,92264,06065,(714) 794-7542,"1733 E Palm Canyon Dr Palm Springs, CA 92264",33.7999896,-116.5261477
903,Recycling Services Centers,6565 Mission Blvd,Riverside,92509,06065,(951) 681-2525,"6565 Mission Blvd Riverside, CA 92509",34.0086991,-117.4296408
904,Renovate Recycling Center Inc,8800 Limonite Ave,Riverside,92509,06065,(714) 453-7028,"8800 Limonite Ave Riverside, CA 92509",33.9752349,-117.4763591
905,Renovate Recycling Center Inc,138 W Bryant St,Bloomington,92316,06071,(714) 453-7028,"138 W Bryant St Bloomington, CA 92316",34.0538843,-117.3710222
906,Robert A Nelson Transfer Station,1830 Agua Mansa Rd,Riverside,92509,06065,(951) 786-0544,"1830 Agua Mansa Rd Riverside, CA 92509",34.0219723,-117.3812940
907,Safe Way Recycling & Recovery Inc,21516 Main St Ste B,Grand Terrace,92313,06071,(951) 742-5719,"21516 Main St Ste B Grand Terrace, CA 92313",34.0198341,-117.3344764
908,Sanchez Recycling Inc,22405 Goldencrest Dr,Moreno Valley,92553,06065,(714) 465-6732,"22405 Goldencrest Dr Moreno Valley, CA 92553",33.9110594,-117.2718500
909,Santana's Recycling Center,24405 Sunnymead Blvd,Moreno Valley,92553,06065,(951) 448-0874,"24405 Sunnymead Blvd Moreno Valley, CA 92553",33.9385550,-117.2370340
910,Sunset Recycling Center,82124 Us Highway 111,Indio,92201,06065,(818) 661-7387,"82124 Us Highway 111 Indio, CA 92201",33.7080089,-116.2415518
911,Sunset Recycling Center,315 E Alessandro Blvd,Riverside,92508,06065,(818) 661-7387,"315 E Alessandro Blvd Riverside, CA 92508",33.9131123,-117.3259416
912,Sunset Recycling Center,2070 W Redlands Blvd,Redlands,92373,06071,(818) 661-7387,"2070 W Redlands Blvd Redlands, CA 92373",34.0631623,-117.2248885
913,Sunset Recycling Center,79795 Hwy 111,La Quinta,92253,06065,(818) 661-7387,"79795 Hwy 111 La Quinta, CA 92253",33.7041984,-116.2730838
914,Sunset Recycling Center,1691 E 6Th St,Beaumont,92223,06065,(818) 661-7387,"1691 E 6Th St Beaumont, CA 92223",33.9289074,-116.9487346
915,Sunset Recycling Center,23801 Washington Ave,Murrieta,92562,06065,(818) 661-7387,"23801 Washington Ave Murrieta, CA 92562",33.5704478,-117.2348172
916,Sunset Recycling Center,12660 Limonite,Corona,92880,06065,(818) 661-7387,"12660 Limonite Corona, CA 92880",33.9742166,-117.5602387
917,Sunset Recycling Center,33145 Temecula Pkwy,Temecula,92592,06065,(818) 661-7387,"33145 Temecula Pkwy Temecula, CA 92592",33.4844405,-117.0796840
918,Sunset Recycling Center,1688 N Perris Blvd,Perris,92571,06065,(818) 661-7387,"1688 N Perris Blvd Perris, CA 92571",33.8020373,-117.2301015
919,Titan Industrial Metal Corporation,14930 Valley Blvd,Fontana,92335,06071,(909) 355-8811,"14930 Valley Blvd Fontana, CA 92335",34.0704621,-117.4791715
920,U S Metals Inc,84481 Cabazon Rd Ste D,Indio,92201,06065,(760) 775-9922,"84481 Cabazon Rd Ste D Indio, CA 92201",33.7007593,-116.1905998
921,Uriel Recycling Center,17847 Valley Blvd,Bloomington,92316,06071,(213) 435-3821,"17847 Valley Blvd Bloomington, CA 92316",34.0701322,-117.4150491
922,Vernon Recycling,9170 Mission Blvd,Jurupa Valley,92509,06065,(323) 805-1649,"9170 Mission Blvd Jurupa Valley, CA 92509",34.0113866,-117.4834189
923,Zuniga Recycling,21524 Dracea Ave,Moreno Valley,92553,06065,(951) 616-7664,"21524 Dracea Ave Moreno Valley, CA 92553",33.9279405,-117.2871817
924,2 Sisters Recycling LLC,2390 Florin Rd,Sacramento,95822,06067,(916) 601-7735,"2390 Florin Rd Sacramento, CA 95822",38.4955055,-121.4831459
925,A Robinson Recycle Center,7246 Franklin Blvd,Sacramento,95823,06067,(916) 233-7694,"7246 Franklin Blvd Sacramento, CA 95823",38.4939675,-121.4607715
926,A Robinson Recycle Center,8126 Sheldon Rd,Elk Grove,95758,06067,(916) 600-3781,"8126 Sheldon Rd Elk Grove, CA 95758",38.4377032,-121.4073676
927,Billionaire Family Recycling,1500 W El Camino Ave #532,Sacramento,95833,06067,(916) 459-8189,"1500 W El Camino Ave #532 Sacramento, CA 95833",38.6120013,-121.4947985
928,Brambila Recycling,2330 Broadway,Sacramento,95818,06067,(916) 643-5313,"2330 Broadway Sacramento, CA 95818",38.5585523,-121.4822229
929,Brambila Recycling Co,5600 Freeport Blvd,Sacramento,95822,06067,(916) 643-5313,"5600 Freeport Blvd Sacramento, CA 95822",38.5243367,-121.4976429
930,Camacho Recycling,3907 Stockton Blvd,Sacramento,95820,06067,(916) 469-9781,"3907 Stockton Blvd Sacramento, CA 95820",38.5391882,-121.4492558
931,Capital City Recycling Inc,3185 Longview Dr Unit C,Sacramento,95821,06067,(916) 334-3591,"3185 Longview Dr Unit C Sacramento, CA 95821",38.6427251,-121.3912894
932,D C Metals,6849 28Th St,North Highlands,95660,06067,(916) 344-0862,"6849 28Th St North Highlands, CA 95660",38.6922061,-121.4019173
933,Diaz Recycling,548 S Sacramento St,Lodi,95240,06077,(209) 502-5729,"548 S Sacramento St Lodi, CA 95240",38.1266559,-121.2727215
